"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"11520-1-A-2015";11520;"S. Johnson";"Blue Vane";1;"A";2015;6;24;14;23;2015;7;1;12;34;"276-279";"";"No";"";"clover, rose";"waypoint retaken, trees";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.1833
"11520-2-A-2015";11520;"S. Johnson";"Blue Vane";2;"A";2015;7;1;12;34;2015;7;9;12;56;"";"28-31";"No";"";"clover";"opp side road freshly mowed";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;192.3666
"11520-3-A-2015";11520;"S. Johnson";"Blue Vane";3;"A";2015;7;9;12;56;2015;7;16;11;6;"";"457-463";"No";"";"";"treed, THREE traps";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;166.1666
"11520-4-A-2015";11520;"S. Johnson";"Blue Vane";4;"A";2015;7;16;11;6;2015;7;29;12;39;"";"19-22";"No";"";"dense meliotus, clover, aster";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;313.55
"11520-5-A-2015";11520;"S. Johnson";"Blue Vane";5;"A";2015;7;29;12;39;2015;8;11;12;53;"";"745-748";"No";"";"late melilotus and clover, aster and goldenrod";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.2333
"11589-1-A-2015";11589;"S. Johnson";"Blue Vane";1;"A";2015;6;26;10;39;2015;7;3;8;27;"383-386";"318-322";"No";"";"";"hay";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;184;181;2015;6;30;165.8
"11589-2-A-2015";11589;"S. Johnson";"Blue Vane";2;"A";2015;7;3;8;27;2015;7;13;8;41;"";"132-135";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";184;194;189;2015;7;8;240.2333
"11589-3-A-2015";11589;"S. Johnson";"Blue Vane";3;"A";2015;7;13;8;41;2015;7;21;8;32;"";"564-567";"No";"";"";"refilled";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";194;202;198;2015;7;17;191.85
"11589-4-A-2015";11589;"S. Johnson";"Blue Vane";4;"A";2015;7;21;8;32;2015;8;7;7;56;"";"502-505";"No";"";"thistle in field margin ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";202;219;211;2015;7;30;407.4
"11589-5-A-2015";11589;"S. Johnson";"Blue Vane";5;"A";2015;8;7;7;56;2015;8;14;7;58;"";"921-924";"No";"";"late thistle in field margins";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";219;226;223;2015;8;11;168.0333
"11618-1-A-2015";11618;"S. Johnson";"Blue Vane";1;"A";2015;6;24;13;33;2015;7;1;11;43;"262-267";"";"Yes";"25";"clover, meliotus";"crop";"canola at 25% bloom, adjusted 5m N, from tall grass";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.1666
"11618-2-A-2015";11618;"S. Johnson";"Blue Vane";2;"A";2015;7;1;11;43;2015;7;9;11;53;"";"13-16";"Yes";"W:75";"lupin in ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;192.1666
"11618-3-A-2015";11618;"S. Johnson";"Blue Vane";3;"A";2015;7;9;11;53;2015;7;16;10;28;"";"448";"Yes";"past bloom";"";"hay E";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;166.5833
"11618-4-A-2015";11618;"S. Johnson";"Blue Vane";4;"A";2015;7;16;10;28;2015;7;29;11;51;"";"7 to 10";"Yes";"W:5PP";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;313.3833
"11618-5-A-2015";11618;"S. Johnson";"Blue Vane";5;"A";2015;7;29;11;51;2015;8;11;12;3;"";"733-736";"Yes";"";"west canola to seed, goldenrod and thistle (ditch)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.2
"11794-1-A-2015";11794;"S. Johnson";"Blue Vane";1;"A";2015;6;24;10;52;2015;7;1;9;13;"92-98";"";"No";"";"";"trees/shrub";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.35
"11794-2-A-2015";11794;"S. Johnson";"Blue Vane";2;"A";2015;7;1;9;13;2015;7;9;9;0;"";"963-966";"No";"";"3+ spp";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;191.7833
"11794-3-A-2015";11794;"S. Johnson";"Blue Vane";3;"A";2015;7;9;9;0;2015;7;16;8;24;"";"405-408";"No";"";"";"shrub";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;167.4
"11794-4-A-2015";11794;"S. Johnson";"Blue Vane";4;"A";2015;7;16;8;24;2015;7;29;8;26;"";"960-963";"No";"";"cinquefoil and sparse aster";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;312.0333
"11794-5-A-2015";11794;"S. Johnson";"Blue Vane";5;"A";2015;7;29;8;26;2015;8;11;8;45;"";"665-668";"No";"";"sparse aster, cinquefoil (lste)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.3166
"11891-1-A-2015";11891;"S. Johnson";"Blue Vane";1;"A";2015;6;26;11;47;2015;7;3;9;36;"403-406";"341-346";"Yes";"W:0-25,SW:100";"";"";"canola W=0-25% bloom, canola SW=100% bloom";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;184;181;2015;6;30;165.8166
"11891-2-A-2015";11891;"S. Johnson";"Blue Vane";2;"A";2015;7;3;9;36;2015;7;13;9;53;"";"155-158";"Yes";"S:60-75PP";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";184;194;189;2015;7;8;240.2833
"11891-3-A-2015";11891;"S. Johnson";"Blue Vane";3;"A";2015;7;13;9;53;2015;7;21;9;59;"";"589-592";"Yes";"W:90PP";"peas to seed";"THREE traps, refilled";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";194;202;198;2015;7;17;192.1
"11891-4-A-2015";11891;"S. Johnson";"Blue Vane";4;"A";2015;7;21;9;59;2015;8;7;9;15;"";"522-525";"Yes";"W:<5PP";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";202;219;211;2015;7;30;407.2666
"11891-5-A-2015";11891;"S. Johnson";"Blue Vane";5;"A";2015;8;7;9;15;2015;8;14;9;1;"";"942-945";"Yes";"";"sparse thistle, W canola to seed";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";219;226;223;2015;8;11;167.7666
"11988-1-A-2015";11988;"S. Johnson";"Blue Vane";1;"A";2015;6;24;14;10;2015;7;1;12;21;"272-275";"";"No";"";"clover, rose";"trees";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.1833
"11988-2-A-2015";11988;"S. Johnson";"Blue Vane";2;"A";2015;7;1;12;21;2015;7;9;12;42;"";"24-27";"No";"";"5+ spp in ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;192.35
"11988-3-A-2015";11988;"S. Johnson";"Blue Vane";3;"A";2015;7;9;12;42;2015;7;16;11;0;"";"453-456";"No";"";"goldenrod";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;166.3
"11988-4-A-2015";11988;"S. Johnson";"Blue Vane";4;"A";2015;7;16;11;0;2015;7;29;12;25;"";"15-81";"No";"";"goldenrod, aster, clover, alfalfa, meliotus, harebell";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;313.4166
"11988-5-A-2015";11988;"S. Johnson";"Blue Vane";5;"A";2015;7;29;12;25;2015;8;11;12;40;"";"741-744";"No";"";"laste aster and clover and goldenrod and melilotus and alfalfa";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.25
"12000-1-A-2015";12000;"S. Johnson";"Blue Vane";1;"A";2015;6;25;10;45;2015;7;2;8;15;"156-161";"167-170";"Yes";"";"";"see photo 160-1 for Canola";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";176;183;180;2015;6;29;165.5
"12000-2-A-2015";12000;"S. Johnson";"Blue Vane";2;"A";2015;7;2;8;15;2015;7;10;8;14;"";"52-55";"Yes";"SE:75";"";"trap tipped over, no spill";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";183;191;187;2015;7;6;191.9833
"12000-3-A-2015";12000;"S. Johnson";"Blue Vane";3;"A";2015;7;10;8;14;2015;7;17;8;24;"";"Rain";"Yes";"E:60";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;198;195;2015;7;14;168.1666
"12000-4-A-2015";12000;"S. Johnson";"Blue Vane";4;"A";2015;7;17;8;24;2015;8;5;8;13;"";"337-341";"Yes";"";"alfalfa in E+W fields";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";198;217;208;2015;7;27;455.8166
"12000-5-A-2015";12000;"S. Johnson";"Blue Vane";5;"A";2015;8;5;8;13;2015;8;12;7;56;"";"769-772";"Yes";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";217;224;221;2015;8;9;167.7166
"12228-1-A-2015";12228;"S. Johnson";"Blue Vane";1;"A";2015;6;24;12;43;2015;7;1;11;7;"249-252";"";"No";"";"lupin, rose, vetch";"grass /pasture";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.4
"12228-2-A-2015";12228;"S. Johnson";"Blue Vane";2;"A";2015;7;1;11;7;2015;7;9;11;2;"";"001-004";"No";"";"1 spp in opp ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;191.9166
"12228-3-A-2015";12228;"S. Johnson";"Blue Vane";3;"A";2015;7;9;11;2;2015;7;16;9;55;"";"440-443";"No";"";"";"mouse";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;166.8833
"12228-4-A-2015";12228;"S. Johnson";"Blue Vane";4;"A";2015;7;16;9;55;2015;7;29;11;4;"";"996-999";"No";"";"alfalfa and harebell in opp ditch ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;313.15
"12228-5-A-2015";12228;"S. Johnson";"Blue Vane";5;"A";2015;7;29;11;4;2015;8;11;11;14;"";"721-724";"No";"";"sparse harebell, dense aster and goldernrod in opposite ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.1666
"12276-1-A-2015";12276;"S. Johnson";"Blue Vane";1;"A";2015;6;23;10;15;2015;6;30;8;10;"934-941";"";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";174;181;178;2015;6;27;165.9166
"12276-2-A-2015";12276;"S. Johnson";"Blue Vane";2;"A";2015;6;30;8;10;2015;7;7;7;45;"";"694-699";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;188;185;2015;7;4;167.5833
"12276-3-A-2015";12276;"S. Johnson";"Blue Vane";3;"A";2015;7;7;7;45;2015;7;15;7;54;"";"308-311";"No";"";"sparse thistle in N pasture";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;196;192;2015;7;11;192.15
"12276-4-A-2015";12276;"S. Johnson";"Blue Vane";4;"A";2015;7;15;7;54;2015;7;27;7;25;"";"864-867";"No";"";"sparse meliotus in ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;208;202;2015;7;21;287.5166
"12276-5-A-2015";12276;"S. Johnson";"Blue Vane";5;"A";2015;7;27;7;25;2015;8;10;7;34;"";"569-572";"No";"";"meliotus, thistle ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";208;222;215;2015;8;3;336.15
"12304-1-A-2015";12304;"S. Johnson";"Blue Vane";1;"A";2015;6;23;13;11;2015;6;30;10;51;"";"";"No";"";"";"SW wetland, S minor trees";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";174;181;178;2015;6;27;165.6666
"12304-2-A-2015";12304;"S. Johnson";"Blue Vane";2;"A";2015;6;30;10;51;2015;7;7;10;7;"";"743-746";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;188;185;2015;7;4;167.2666
"12304-3-A-2015";12304;"S. Johnson";"Blue Vane";3;"A";2015;7;7;10;7;2015;7;15;10;24;"";"352-255";"No";"";"E/W peas sparse flower";"refilled diluted trap";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;196;192;2015;7;11;192.2833
"12304-4-A-2015";12304;"S. Johnson";"Blue Vane";4;"A";2015;7;15;10;24;2015;7;27;9;41;"";"908-911";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;208;202;2015;7;21;287.2833
"12304-5-A-2015";12304;"S. Johnson";"Blue Vane";5;"A";2015;7;27;9;41;2015;8;10;9;55;"";"613-161";"No";"";"thistle ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";208;222;215;2015;8;3;336.2333
"12373-1-A-2015";12373;"S. Johnson";"Blue Vane";1;"A";2015;6;26;10;49;2015;7;3;8;38;"387-390";"323-327";"No";"";"";"hay";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";177;184;181;2015;6;30;165.8166
"12373-2-A-2015";12373;"S. Johnson";"Blue Vane";2;"A";2015;7;3;8;38;2015;7;13;8;55;"";"137-140";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";184;194;189;2015;7;8;240.2833
"12373-3-A-2015";12373;"S. Johnson";"Blue Vane";3;"A";2015;7;13;8;55;2015;7;21;8;46;"";"568-571";"No";"";"ditch clover";"refilled";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";194;202;198;2015;7;17;191.85
"12373-4-A-2015";12373;"S. Johnson";"Blue Vane";4;"A";2015;7;21;8;46;2015;8;7;8;7;"";"506-509";"No";"";"thistle and late clover";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";202;219;211;2015;7;30;407.35
"12373-5-A-2015";12373;"S. Johnson";"Blue Vane";5;"A";2015;8;7;8;7;2015;8;14;8;9;"";"925-928";"No";"";"thistle, sparse late clover";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";219;226;223;2015;8;11;168.0333
"12490-1-A-2015";12490;"S. Johnson";"Blue Vane";1;"A";2015;6;23;11;50;2015;6;30;9;50;"980-983";"";"No";"";"";"forage/wetland";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";174;181;178;2015;6;27;166.0
"12490-2-A-2015";12490;"S. Johnson";"Blue Vane";2;"A";2015;6;30;9;50;2015;7;7;9;4;"";"722-725";"No";"";"";"tural cooley";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;188;185;2015;7;4;167.2333
"12490-3-A-2015";12490;"S. Johnson";"Blue Vane";3;"A";2015;7;7;9;4;2015;7;15;9;11;"";"332-335";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;196;192;2015;7;11;192.1166
"12490-4-A-2015";12490;"S. Johnson";"Blue Vane";4;"A";2015;7;15;9;11;2015;7;27;8;36;"";"888-891";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;208;202;2015;7;21;287.4166
"12490-5-A-2015";12490;"S. Johnson";"Blue Vane";5;"A";2015;7;27;8;36;2015;8;10;8;48;"";"593-596";"No";"";"sparse goldenrod, alfalfa in S field";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";208;222;215;2015;8;3;336.2
"12504-1-A-2015";12504;"S. Johnson";"Blue Vane";1;"A";2015;6;25;13;40;2015;7;2;10;20;"222-226";"206-211";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";176;183;180;2015;6;29;164.6666
"12504-2-A-2015";12504;"S. Johnson";"Blue Vane";2;"A";2015;7;2;10;20;2015;7;10;10;10;"";"81-84";"No";"";"alfalfa in ditch, N peas to seed";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";183;191;187;2015;7;6;191.8333
"12504-3-A-2015";12504;"S. Johnson";"Blue Vane";3;"A";2015;7;10;10;10;2015;7;17;9;40;"";"Rain";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;198;195;2015;7;14;167.5
"12504-4-A-2015";12504;"S. Johnson";"Blue Vane";4;"A";2015;7;17;9;40;2015;8;5;9;57;"";"362-365";"No";"";"alfalfa, sparse meliotus in ditch ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";198;217;208;2015;7;27;456.2833
"12504-5-A-2015";12504;"S. Johnson";"Blue Vane";5;"A";2015;8;5;9;57;2015;8;12;9;36;"";"793-796";"No";"";"alfalfa (dense) in ditch, some melilotus";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";217;224;221;2015;8;9;167.65
"12647-1-A-2015";12647;"S. Johnson";"Blue Vane";1;"A";2015;6;29;12;31;2015;7;6;12;9;"208-214";"676-679";"No";"";"wild bergamot adj.";"valley";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;187;184;2015;7;3;167.6333
"12647-2-A-2015";12647;"S. Johnson";"Blue Vane";2;"A";2015;7;6;12;9;2015;7;14;12;53;"";"292-295";"No";"";"dense bergamot, harebell in ditch + N field";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;195;191;2015;7;10;192.7333
"12647-3-A-2015";12647;"S. Johnson";"Blue Vane";3;"A";2015;7;14;12;53;2015;7;22;12;28;"";"739-743";"No";"";"bergamot, harebell, goldenrod";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;203;199;2015;7;18;191.5833
"12647-4-A-2015";12647;"S. Johnson";"Blue Vane";4;"A";2015;7;22;12;28;2015;8;6;12;37;"";"470-473";"No";"";"goldenrod, harebell, thistle, late bergamot ";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";203;218;211;2015;7;30;360.15
"12647-5-A-2015";12647;"S. Johnson";"Blue Vane";5;"A";2015;8;6;12;37;2015;8;13;11;49;"";"889-892";"No";"";"sparse hareball, goldenrod, thistle (ditch and E/W fields)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";218;225;222;2015;8;10;167.2
"12674-1-A-2015";12674;"S. Johnson";"Blue Vane";1;"A";2015;6;24;11;4;2015;7;1;9;28;"99-102";"";"No";"";"";"crop";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.4
"12674-2-A-2015";12674;"S. Johnson";"Blue Vane";2;"A";2015;7;1;9;28;2015;7;9;9;16;"";"967-970";"No";"";"clover (S+N)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";182;190;186;2015;7;5;191.8
"12674-3-A-2015";12674;"S. Johnson";"Blue Vane";3;"A";2015;7;9;9;16;2015;7;16;8;34;"";"409-412";"No";"";"Harebell in ditch";"hay and pasture";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";190;197;194;2015;7;13;167.3
"12674-4-A-2015";12674;"S. Johnson";"Blue Vane";4;"A";2015;7;16;8;34;2015;7;29;8;43;"";"964-967";"No";"";"harebell and clover in opp ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;210;204;2015;7;23;312.15
"12674-5-A-2015";12674;"S. Johnson";"Blue Vane";5;"A";2015;7;29;8;43;2015;8;11;9;5;"";"669-672";"No";"";"sparse thistle, aster, goldenrod in ditches";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";210;223;217;2015;8;5;312.3666
"12754-1-A-2015";12754;"S. Johnson";"Blue Vane";1;"A";2015;6;29;10;22;2015;7;6;10;2;"168-171";"636-639";"Yes";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;187;184;2015;7;3;167.6666
"12754-2-A-2015";12754;"S. Johnson";"Blue Vane";2;"A";2015;7;6;10;2;2015;7;14;10;33;"";"256-259";"Yes";"E:60-75PP";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;195;191;2015;7;10;192.5166
"12754-3-A-2015";12754;"S. Johnson";"Blue Vane";3;"A";2015;7;14;10;33;2015;7;22;10;17;"";"703-706";"Yes";"E:30-40PP";"";"THREE traps";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;203;199;2015;7;18;191.7333
"12754-4-A-2015";12754;"S. Johnson";"Blue Vane";4;"A";2015;7;22;10;17;2015;8;6;10;16;"";"422-425";"Yes";"E: to seed";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";203;218;211;2015;7;30;359.9833
"12754-5-A-2015";12754;"S. Johnson";"Blue Vane";5;"A";2015;8;6;10;16;2015;8;13;9;45;"";"853-856";"Yes";"";"East canola to seed, (C-trap tipped over no spill)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";218;225;222;2015;8;10;167.4833
"12826-1-A-2015";12826;"S. Johnson";"Blue Vane";1;"A";2015;6;23;12;17;2015;6;30;10;8;"988-993";"";"No";"";"";"forage N, ephemeral N, cereal S";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";174;181;178;2015;6;27;165.85
"12826-2-A-2015";12826;"S. Johnson";"Blue Vane";2;"A";2015;6;30;10;8;2015;7;7;9;26;"";"730-733";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;188;185;2015;7;4;167.3
"12826-3-A-2015";12826;"S. Johnson";"Blue Vane";3;"A";2015;7;7;9;26;2015;7;15;9;36;"";"340-343";"No";"";"melilotus in ditch";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;196;192;2015;7;11;192.1666
"12826-4-A-2015";12826;"S. Johnson";"Blue Vane";4;"A";2015;7;15;9;36;2015;7;27;8;57;"";"896-899";"No";"";"";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;208;202;2015;7;21;287.35
"12826-5-A-2015";12826;"S. Johnson";"Blue Vane";5;"A";2015;7;27;8;57;2015;8;10;9;10;"";"601-604";"No";"";"meliotus, alfalfa, thistle, (ditch and N field)";"";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";208;222;215;2015;8;3;336.2166
"12898-1-A-2015";12898;"S. Johnson";"Blue Vane";1;"A";2015;6;24;12;12;2015;7;1;10;31;"134-end";"";"No";"";"";"house N, shrub S";"";0.0;0.0;0;"ditch";"";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";175;182;179;2015;6;28;166.3166
